date,price,bedrooms,bathrooms,sqft_living,sqft_lot,floors,waterfront,view,condition,grade,sqft_above,sqft_basement,yr_built,yr_renovated,zipcode,lat,long,sqft_living15,sqft_lot15
12-2014,13.244581010128577,4,2.75,7.912056888179006,8.832879460277615,2.0,0,0,3,8,7.912056888179006,0,2003,2003,98072,47.7739,-122.164,2520,5569
02-2015,13.257768014410532,3,2.5,7.820037989458753,8.934455109403913,2.0,0,0,3,9,7.820037989458753,0,1991,1991,98056,47.5355,-122.179,2500,10386
05-2014,12.445089546000673,4,2.0,7.31986492980897,8.351138607086154,1.0,0,0,3,7,7.31986492980897,0,1955,1955,98108,47.546,-122.293,1510,4268
04-2015,14.237504968023648,4,4.25,8.459564078579602,9.95227771670556,3.0,0,4,5,11,8.459564078579602,0,1971,1971,98177,47.7591,-122.376,3010,20000
01-2015,13.710150042306449,4,3.0,8.245384468120747,12.291332489480997,2.0,0,0,3,9,8.245384468120747,0,2003,2003,98077,47.7696,-122.021,2580,217364
02-2015,13.709038313453757,3,2.5,7.575584651557793,8.224163512637862,2.0,0,0,3,9,7.575584651557793,0,1996,1996,98033,47.6731,-122.199,2080,4000
04-2015,13.235692062711331,3,2.0,7.170119543449628,8.699514748210191,1.0,0,0,5,7,7.170119543449628,0,1943,1943,98136,47.5482,-122.392,1230,6000
03-2015,13.1470559899947,3,1.75,7.383989457978509,8.881836305004146,1.0,0,0,3,7,7.07326971745971,430,1976,1976,98007,47.5966,-122.144,1520,7973
02-2015,13.560618308335483,4,2.5,7.620705086838262,8.517193191416238,1.5,0,0,5,7,7.07326971745971,860,1924,1924,98117,47.6786,-122.36,1540,5000
06-2014,12.206072645530174,2,1.0,6.551080335043404,8.45531778769815,1.0,0,0,5,5,6.551080335043404,0,1953,1953,98056,47.4953,-122.169,960,5200
07-2014,12.05524975579559,3,1.0,6.877296071497429,8.45531778769815,1.0,0,0,4,6,6.579251212010101,250,1943,1943,98106,47.5285,-122.354,1560,4600
05-2014,12.300928176542852,3,1.0,6.813444599510896,8.699514748210191,1.0,0,0,2,6,6.813444599510896,0,1956,1956,98146,47.5065,-122.338,1090,6957
07-2014,13.371096699717535,3,1.0,6.966024187106113,9.118553976345474,1.0,0,0,3,7,6.966024187106113,0,1952,1952,98004,47.6218,-122.193,1620,9121
07-2014,13.06685066747407,5,3.25,7.687080155783135,8.881836305004146,2.0,0,0,4,7,7.687080155783135,0,1982,1982,98034,47.7078,-122.234,1840,7644
07-2014,13.199324418540456,3,1.75,7.6255950721324535,9.167432870964907,1.0,0,0,3,8,7.24422751560335,650,1984,1984,98074,47.6212,-122.038,1740,11952
05-2015,12.594730635321957,2,1.0,6.620073206530356,8.411832675758411,1.0,0,0,3,6,6.620073206530356,0,1945,1945,98122,47.607,-122.297,1540,4000
05-2014,12.821258284620408,3,1.0,6.684611727667927,7.738923757439457,1.0,0,0,4,6,6.684611727667927,0,1908,1908,98103,47.6546,-122.356,1480,1472
07-2014,14.361896357128815,4,2.25,8.151909872940905,8.987196820661973,1.5,0,1,3,9,7.7664168980196555,1110,1906,2002,98122,47.6149,-122.287,3010,8000
05-2014,12.524526376648708,3,1.5,7.237059026124737,10.784296173964584,1.0,0,0,3,6,7.237059026124737,0,1922,2013,98024,47.5603,-121.894,1440,45302
10-2014,11.396391648714276,3,1.0,6.802394763324311,8.465899897028686,1.0,0,0,4,6,6.802394763324311,0,1969,1969,98023,47.3026,-122.363,900,3404
08-2014,12.072541252905651,2,1.75,6.956545443151569,9.190137664658664,1.5,0,0,4,6,6.956545443151569,0,1975,1975,98019,47.7595,-121.473,1230,12726
02-2015,13.102160670086809,3,2.5,7.787382026484701,9.38429367909962,1.0,0,2,4,9,7.3777589082278725,810,1989,1989,98023,47.3384,-122.34,3090,11902
05-2014,12.743734923249724,3,2.25,7.07326971745971,9.172638504792172,2.0,0,0,3,7,7.07326971745971,0,1986,1986,98028,47.7352,-122.232,2660,5979
06-2014,12.751299696013497,3,1.0,7.038783541388542,8.34283980427146,2.0,0,0,4,7,7.038783541388542,0,1904,1904,98144,47.6012,-122.296,1510,4000
11-2014,12.896716695872,2,1.0,6.551080335043404,8.131530710604252,1.0,0,0,3,6,6.551080335043404,0,1946,1946,98112,47.6212,-122.296,1570,4512
08-2014,13.217673557208654,4,2.5,7.630461261783627,9.181838011503471,1.0,0,0,4,8,7.1853870155804165,740,1960,1960,98006,47.5549,-122.176,2050,9643
12-2014,13.388489786890393,3,2.25,7.709756864454165,9.378816521948083,1.0,0,0,5,8,7.396335293800808,600,1974,1974,98006,47.563,-122.178,2190,10384
04-2015,12.989974189358584,2,2.25,7.575584651557793,10.286945605381202,1.0,0,0,3,8,7.2078598714324755,600,1953,1953,98133,47.739,-122.351,2125,7751
04-2015,13.312983737012978,3,1.75,7.649692623711514,8.52872642722991,1.0,0,2,3,7,7.200424892944957,760,1941,1941,98126,47.5743,-122.378,1640,5000
09-2014,12.886641043883259,4,2.5,7.6638772587034705,9.370160663423624,1.0,0,0,5,7,7.1929342212158,800,1969,1969,98059,47.512,-122.16,1800,9131
11-2014,13.016891744462095,3,2.0,7.539027055823995,8.022240916806537,2.0,0,0,4,7,7.539027055823995,0,1902,1902,98122,47.6031,-122.303,1680,3600
03-2015,13.386418519224954,4,2.5,7.745002803515839,8.617219505483362,2.0,0,0,3,9,7.745002803515839,0,2003,2003,98074,47.6299,-122.02,2500,5769
02-2015,12.392552212472792,3,1.0,6.779921907472252,8.707813551024888,1.0,0,0,3,6,6.779921907472252,0,1945,1945,98178,47.4995,-122.248,1130,6050
10-2014,15.044800170274,5,5.0,8.60337088765729,9.923878242183862,2.0,0,0,3,11,8.60337088765729,0,2014,2014,98039,47.6209,-122.237,3160,17825
12-2014,12.500606192931057,2,1.5,7.162397497355718,7.466799475018602,1.0,0,0,3,8,6.492239835020471,630,1969,1969,98008,47.6118,-122.116,1860,1749
01-2015,12.206072645530174,2,1.0,6.917705609835305,8.881836305004146,1.0,0,0,3,6,6.917705609835305,0,1956,1956,98166,47.4815,-122.339,1290,9000
12-2014,12.900156886911459,4,1.75,7.432483807917119,8.946374826141717,1.0,0,0,5,6,6.7912214627261855,800,1946,1946,98126,47.5296,-122.375,1060,7680
05-2014,12.969212197910155,2,1.75,7.2078598714324755,8.750683034784592,1.0,0,0,3,8,7.2078598714324755,0,2005,2005,98053,47.7141,-122.032,1665,5390
10-2014,12.345834587905333,3,1.0,6.522092798170152,7.783224016336037,1.0,0,0,4,6,6.522092798170152,0,1903,1903,98144,47.5982,-122.299,1470,3600
02-2015,13.997832114758229,4,2.25,7.958576903813898,9.27818591887125,2.0,0,0,3,10,7.958576903813898,0,1982,1982,98004,47.6451,-122.189,2890,10572
04-2015,12.657785004803658,1,1.0,6.413458957167357,8.699514748210191,1.0,0,0,4,5,6.413458957167357,0,1918,1918,98117,47.6911,-122.367,970,5000
04-2015,13.148031124152906,4,2.5,7.886081401775745,9.092344813738475,1.0,0,0,4,8,7.539027055823995,780,1967,1967,98166,47.439,-122.342,1910,9620
04-2015,13.190022025878143,2,1.0,7.237059026124737,8.584103896698863,1.0,0,0,5,7,6.866933284461882,430,1908,1908,98118,47.5567,-122.279,1450,5040
03-2015,12.948009990259552,6,3.0,7.736307096548285,8.755264763314685,2.0,0,0,3,7,7.736307096548285,0,1980,1980,98126,47.565,-122.37,1360,3202
06-2014,12.754049534926956,3,2.5,7.6544432264701125,8.323122887587735,2.0,0,0,3,8,7.6544432264701125,0,1989,1989,98042,47.3878,-122.153,2110,4044
08-2014,13.088806593875486,3,2.0,7.090076835776092,7.60887062919126,1.0,0,1,4,7,6.396929655216146,600,1931,1931,98116,47.5811,-122.404,1730,4520
12-2014,13.45166712454693,4,2.25,7.7664168980196555,7.824046010856292,2.0,0,3,3,8,7.326465613840322,840,2001,2001,98117,47.6771,-122.358,1810,3900
10-2014,12.594730635321957,4,2.5,7.762170607138205,9.094480485881647,2.0,0,0,3,7,7.762170607138205,0,1993,1993,98031,47.4205,-122.215,2000,8165
04-2015,12.983043837154916,3,2.25,7.371489295214277,9.206332350578643,1.0,0,0,3,7,6.966024187106113,530,1976,1976,98155,47.7742,-122.287,1860,9760
07-2014,13.148031124152906,3,2.5,7.501082124259871,8.432070937999402,2.0,0,0,3,8,7.501082124259871,0,1992,1992,98029,47.5764,-121.996,1810,4758
03-2015,12.793859310432293,3,1.75,7.549609165154532,9.341982481027898,1.0,0,0,3,8,7.549609165154532,0,1963,1963,98155,47.7455,-122.294,1710,11407
03-2015,12.366915170647005,3,1.0,7.1308988302963465,8.987196820661973,1.0,0,0,3,7,7.1308988302963465,0,1956,1956,98146,47.5065,-122.337,1040,6973
06-2014,13.777808690780263,4,3.5,8.09559870137819,8.79527937019457,2.0,0,0,3,10,8.09559870137819,0,2007,2007,98027,47.5642,-122.126,3280,7333
08-2014,13.296316684527767,2,1.5,6.76849321164863,8.476371196895983,1.0,0,0,3,7,6.76849321164863,0,1924,1924,98119,47.6509,-122.37,2090,4800
10-2014,13.756291198304304,4,3.25,8.180320874773685,9.575538886855792,2.0,0,2,3,10,8.180320874773685,0,2006,2006,98065,47.536,-121.857,4100,14577
09-2014,13.844098014816186,4,3.25,8.237479288613633,9.323669057283185,2.0,0,0,3,11,8.237479288613633,0,2002,2002,98059,47.521,-122.15,3720,11813
03-2015,12.765688433465597,3,1.0,7.081708586105575,8.1886891244442,1.5,0,0,3,6,7.081708586105575,0,1904,1904,98144,47.5985,-122.298,1680,3600
11-2014,12.939641740589034,4,2.0,7.731930721948486,10.59282749475312,2.0,0,0,4,8,7.731930721948486,0,1991,1991,98070,47.5003,-122.465,1900,38472
09-2014,12.254386505808725,3,1.0,6.937314081223682,11.01402841206951,1.5,0,0,3,5,6.937314081223682,0,1912,1912,98042,47.375,-122.166,1330,10342
06-2014,13.594863886848652,3,1.75,7.962067308753666,8.517193191416238,1.5,0,0,4,8,7.517520850603031,1030,1907,1907,98144,47.5788,-122.292,2200,5000
07-2014,12.345834587905333,4,1.5,7.326465613840322,9.082507000466299,1.0,0,0,4,7,7.326465613840322,0,1960,1960,98002,47.3136,-122.208,1370,8800
07-2014,13.10011776845701,3,3.0,8.216088098632316,9.247154345098899,2.0,0,0,3,9,8.216088098632316,0,1982,1982,98188,47.4286,-122.291,2130,9132
07-2014,13.116345305078767,3,1.5,7.7142311448490855,10.266393046225497,1.0,0,0,3,8,7.3901814282264295,620,1956,1956,98034,47.7137,-122.254,3200,23873
07-2014,12.429216196844383,3,2.25,7.560080465021827,8.953898535260459,1.0,0,0,3,8,7.326465613840322,400,1965,1965,98148,47.4562,-122.33,2170,8452
08-2014,13.737549016494562,3,3.0,7.847762537473608,8.1886891244442,2.0,0,0,3,10,7.6544432264701125,450,1994,1994,98119,47.633,-122.37,2160,3600
07-2014,12.873902018105829,4,2.5,7.517520850603031,9.648337205086833,2.0,0,0,3,8,7.517520850603031,0,1991,1991,98059,47.4683,-122.07,1840,15040
03-2015,12.936033799212835,3,2.75,7.640123172695364,9.169518377455928,1.0,0,0,3,7,7.640123172695364,0,1988,1988,98028,47.7698,-122.238,2220,9600
04-2015,13.573438996764546,3,2.0,7.3777589082278725,9.173468897200278,1.0,0,0,5,7,7.3777589082278725,0,1952,1952,98040,47.5753,-122.224,1800,11400
09-2014,13.262125319779487,3,2.0,7.681560362559537,8.294049640102028,1.5,0,0,3,8,7.681560362559537,0,1907,1907,98105,47.6561,-122.325,1770,4000
01-2015,12.043553716032399,2,1.0,6.756932389247553,9.063694791634697,1.0,0,0,3,6,6.756932389247553,0,1924,1924,98146,47.5081,-122.356,1100,8636
10-2014,13.527828485512494,4,1.75,7.649692623711514,8.131530710604252,1.0,0,0,5,7,7.003065458786462,1000,1915,1915,98119,47.6429,-122.371,1890,3771
03-2015,12.345834587905333,3,1.0,7.038783541388542,9.173572647783969,1.0,0,0,4,7,7.038783541388542,0,1967,1967,98001,47.3112,-122.265,1140,9639
01-2015,13.658856747918897,4,3.0,8.035926369891792,10.465215394229238,2.0,0,0,3,9,8.035926369891792,0,1978,1978,98005,47.6359,-122.159,3120,35150
08-2014,12.367340793126296,3,1.0,7.1929342212158,10.73068474121633,2.0,0,0,2,6,7.1929342212158,0,1967,1967,98058,47.436,-122.185,1490,24000
09-2014,12.721885810807203,2,1.0,7.215239978730097,11.145622817956413,1.0,0,0,4,5,7.215239978730097,0,1937,1937,98065,47.5229,-121.838,1460,69260
07-2014,13.993656743347747,5,3.0,8.13739583005665,9.805268145029668,2.0,0,0,3,9,7.8399193600125825,880,1952,2005,98040,47.5333,-122.217,3750,16316
03-2015,13.425426551894413,4,2.0,7.687080155783135,8.699514748210191,1.5,0,0,3,8,7.630461261783627,120,1927,1927,98144,47.5958,-122.306,1370,4500
10-2014,13.262125319779487,3,2.0,7.495541943884256,8.517193191416238,2.0,0,0,5,7,7.3777589082278725,200,1925,1925,98136,47.5447,-122.389,1640,5000
02-2015,13.017002861746503,2,1.0,7.02108396428914,8.431635303054591,1.0,0,0,3,7,7.02108396428914,0,1924,1924,98118,47.5663,-122.285,1120,5100
03-2015,13.613700324586457,3,2.5,7.9996785794994505,8.882114044208821,2.0,0,0,3,8,7.9996785794994505,0,1999,1999,98033,47.6769,-122.177,2430,7280
12-2014,12.994530005894443,4,2.25,7.8632667240095735,10.261161996807944,1.0,0,0,3,8,7.501082124259871,790,1968,1968,98072,47.7757,-122.139,2580,26950
05-2014,13.173056491719846,2,2.0,7.346010209913293,7.783224016336037,1.5,0,0,4,7,7.346010209913293,0,1900,1900,98103,47.654,-122.346,1180,1224
07-2014,13.544357787463703,3,2.25,8.110727582974489,9.632859234650175,2.0,0,0,3,10,8.110727582974489,0,1986,1986,98077,47.7262,-122.06,3360,14850
04-2015,12.691580461311874,4,2.5,7.696212639346407,8.951440100949855,2.0,0,0,3,8,7.696212639346407,0,2000,2000,98030,47.3649,-122.194,2460,7348
07-2014,13.641157170819497,4,3.5,8.253227645581772,11.358934772344336,2.0,0,0,3,11,8.253227645581772,0,1998,1998,98014,47.615,-121.954,2430,42643
05-2015,12.841325847671216,2,1.0,6.733401891837359,8.411832675758411,1.0,0,0,3,6,6.733401891837359,0,1939,1939,98136,47.5441,-122.39,1300,5000
09-2014,12.266697267346608,3,1.5,7.146772179452637,8.871785969150645,1.0,0,0,4,6,7.146772179452637,0,1954,1954,98198,47.422,-122.321,1270,7986
05-2014,13.527028165341724,4,2.5,8.083328608786376,9.918425424900335,2.0,0,0,3,10,8.083328608786376,0,1985,1985,98052,47.719,-122.114,3010,23650
06-2014,13.404530269168,3,2.5,7.8160138391590275,10.54120130120716,1.5,1,3,4,8,7.8160138391590275,0,1974,1974,98070,47.4003,-122.422,2350,42122
07-2014,14.204846284142555,3,2.25,8.405143687607614,10.022070268363075,2.0,0,2,3,9,8.083328608786376,1230,1953,2004,98006,47.574,-122.18,2930,21837
10-2014,12.47227568630483,3,1.0,7.484368643286131,8.961879012677683,1.0,0,0,3,7,6.966024187106113,720,1957,1957,98178,47.4932,-122.263,1450,7800
04-2015,13.151922179645874,4,2.5,7.52294091807237,9.13216259091216,2.0,0,0,3,8,7.52294091807237,0,1997,1997,98028,47.735,-122.244,2080,8711
05-2014,12.92391243868049,3,2.25,7.696212639346407,9.736310733068626,2.0,0,0,3,8,7.696212639346407,0,1987,1987,98038,47.3727,-122.051,2060,16921
07-2014,12.724866438945341,3,2.25,7.9229859587111955,9.226213721132472,1.0,0,0,3,8,7.9229859587111955,0,1969,1969,98058,47.4504,-122.15,2760,9600
02-2015,12.994530005894443,2,1.0,6.993932975223189,8.325548307161398,1.0,0,0,3,7,6.993932975223189,0,1948,1948,98115,47.696,-122.314,1090,5413
01-2015,13.720045366146207,4,2.75,8.035926369891792,8.732304571033183,2.0,0,0,3,9,8.035926369891792,0,2014,2014,98006,47.5538,-122.189,2890,10108
11-2014,13.224919965729422,2,1.0,6.709304340258298,8.216088098632316,1.0,0,0,5,7,6.709304340258298,0,1968,1968,98040,47.588,-122.251,1750,9000
05-2014,12.866179972011919,3,2.25,7.275864600546533,7.381501894506707,2.0,0,0,3,7,7.170119543449628,145,2003,2003,98027,47.5348,-122.072,1410,1286
05-2015,12.501138639610538,4,2.25,7.501082124259871,9.131297164635729,2.0,0,0,3,7,7.501082124259871,0,1961,1961,98055,47.4362,-122.187,1660,9240
07-2014,13.149978544437301,3,1.75,7.3901814282264295,8.517193191416238,1.0,0,0,3,7,6.824373670043086,700,1954,1954,98117,47.681,-122.372,1610,5000
07-2014,12.948009990259552,2,1.75,6.966024187106113,8.338544879988579,2.0,0,0,3,7,6.966024187106113,0,1977,1977,98115,47.6787,-122.308,1760,4590
09-2014,12.201060103706629,3,1.75,6.956545443151569,9.197356444417888,1.0,0,0,5,7,6.956545443151569,0,1968,1968,98042,47.3816,-122.087,1300,10794
03-2015,12.323855681186558,3,1.0,6.917705609835305,9.661479683575521,1.0,0,0,4,7,6.917705609835305,0,1949,1949,98188,47.4518,-122.292,1260,9800
08-2014,12.676076274775909,4,2.5,7.6255950721324535,9.03884005381381,2.0,0,0,4,8,7.6255950721324535,0,1993,1993,98022,47.196,-122.011,1970,8448
10-2014,12.230740867579195,2,1.0,6.877296071497429,9.010058489805235,1.0,0,0,5,6,6.877296071497429,0,1904,1904,98031,47.4025,-122.201,1500,12541
12-2014,12.837344422372032,3,2.0,7.3395376954076745,7.510430556378006,2.0,0,0,3,8,7.3395376954076745,0,2005,2005,98029,47.5479,-121.999,1560,2058
12-2014,13.465953081794405,4,2.75,8.006367567650246,8.735846677457582,2.0,0,0,3,9,8.006367567650246,0,2004,2004,98029,47.5582,-122.025,3340,7222
06-2014,13.495298406730877,4,2.5,8.06777619577889,8.970686268534983,2.0,0,2,3,9,8.06777619577889,0,2001,2001,98065,47.5317,-121.866,2630,6739
01-2015,12.560244459250788,4,2.5,7.533693709848633,9.010669176847115,1.0,0,0,3,7,7.003065458786462,770,1977,1977,98058,47.4521,-122.161,1590,9150
05-2014,12.560244459250788,4,2.5,7.696212639346407,9.148145768383065,2.0,0,0,3,8,7.696212639346407,0,1987,1987,98001,47.3406,-122.269,2310,9176
08-2014,13.502168738731916,4,2.5,8.029432840581244,8.688790784847216,2.0,0,0,3,9,8.029432840581244,0,2005,2005,98075,47.5902,-121.988,3160,5936
05-2015,14.262980960217469,4,3.75,8.224163512637862,9.740968623038354,2.0,0,3,4,10,7.944492163932159,910,1986,1986,98040,47.5355,-122.242,3880,15550
10-2014,13.142166004700508,4,2.5,7.799753318287247,9.251770181739323,1.0,0,0,3,7,7.799753318287247,0,1955,1993,98034,47.725,-122.172,1990,7758
10-2014,13.337474757021274,2,1.0,6.897704943128636,8.37378460812088,1.0,0,0,3,7,6.897704943128636,0,1909,1909,98103,47.6528,-122.331,1920,3420
04-2015,13.919870573288517,3,4.0,8.333270353255308,10.367095774693004,2.0,0,0,3,11,8.333270353255308,0,1989,1989,98053,47.6635,-122.017,4300,36192
07-2014,13.58735446482652,4,3.5,8.207946941048617,8.509161019718974,2.0,0,0,3,9,7.962067308753666,800,2005,2005,98177,47.7022,-122.374,1520,6335
09-2014,12.449018824140563,3,1.5,6.813444599510896,10.146433731146518,1.0,0,0,3,5,6.813444599510896,0,1943,1943,98188,47.4565,-122.276,1580,10019
04-2015,13.601078947252086,3,2.5,7.570443252057374,8.294049640102028,2.0,0,0,4,9,7.570443252057374,0,2000,2000,98199,47.659,-122.398,1410,4000
11-2014,12.66032791780777,4,2.5,7.484368643286131,8.699514748210191,2.0,0,0,3,9,7.484368643286131,0,2000,2000,98038,47.3774,-122.027,2650,6000
02-2015,13.3645249345543,3,2.25,7.696212639346407,8.903135633035538,2.0,0,0,4,8,7.696212639346407,0,1986,1986,98052,47.7266,-122.103,2290,7868
12-2014,14.817978986079481,4,4.25,8.765614549914716,10.688256300143298,2.5,0,2,4,12,8.632305998516742,800,1906,1906,98144,47.5703,-122.28,2270,6630
12-2014,13.102160670086809,3,2.0,7.635303886259415,9.212637731024866,1.0,0,0,3,8,7.106606137727303,850,1981,1981,98074,47.6492,-122.062,2130,9694
06-2014,12.441144767709657,3,1.75,7.620705086838262,8.893023494394711,1.0,0,0,3,7,6.927557906278317,1020,1962,1962,98188,47.4681,-122.282,1740,7527
05-2014,12.694345864825653,4,2.5,7.749322464660356,8.743531633626967,2.0,0,0,3,8,7.749322464660356,0,2004,2004,98042,47.3501,-122.14,2150,6270
10-2014,12.959844447906553,2,2.0,7.272398392570047,8.806424063857868,1.0,0,0,3,7,6.76849321164863,570,1952,1952,98118,47.5513,-122.264,2020,7642
09-2014,12.2783933071098,4,2.5,7.438383530044307,8.80612448326845,2.0,0,0,3,7,7.438383530044307,0,1997,1997,98038,47.3638,-122.053,1570,7540
04-2015,12.66032791780777,4,2.5,7.438383530044307,8.80612448326845,2.0,0,0,3,7,7.438383530044307,0,1997,1997,98038,47.3638,-122.053,1570,7540
05-2014,13.493651033710906,3,2.0,7.6255950721324535,8.27715777243181,1.0,0,0,3,8,7.07326971745971,870,1926,2001,98112,47.6436,-122.303,1940,4000
07-2014,12.594730635321957,2,1.0,6.684611727667927,8.779557455883728,1.0,0,0,4,6,6.684611727667927,0,1953,1953,98133,47.7621,-122.358,1220,7000
03-2015,13.140217047893891,3,1.75,7.495541943884256,8.938531648680692,1.0,0,0,3,8,7.2078598714324755,450,1951,1951,98177,47.7165,-122.361,1770,7620
04-2015,12.631340380934517,5,2.0,7.286191714702382,12.040301374073834,1.5,0,0,3,6,7.286191714702382,0,1910,1910,98030,47.3714,-122.177,2250,6059
07-2014,12.230765258120545,3,1.75,7.162397497355718,8.883224230278994,1.0,0,0,3,7,7.162397497355718,0,1984,1984,98023,47.2889,-122.363,1350,7509
07-2014,12.524526376648708,3,1.5,7.549609165154532,9.183688340978756,1.0,0,0,4,7,7.090076835776092,700,1968,1968,98031,47.4125,-122.207,1670,9737
11-2014,13.437174117244362,3,1.75,7.299797366758161,8.85366542803745,1.0,0,2,3,8,7.299797366758161,0,1963,1963,98122,47.6018,-122.291,1850,4000
04-2015,13.049792684569493,4,2.5,7.644919344958857,9.459775257244461,1.0,0,0,3,7,7.106606137727303,870,1969,1969,98034,47.7266,-122.175,1740,11200
07-2014,13.235692062711331,4,2.25,7.575584651557793,9.190137664658664,1.0,0,0,3,8,7.1929342212158,620,1968,1968,98033,47.666,-122.178,2170,9800
02-2015,13.035715570678656,3,1.75,7.1308988302963465,9.170039075202657,1.0,0,0,3,7,7.1308988302963465,0,1964,1964,98008,47.6325,-122.121,1570,9605
03-2015,12.777052192115912,3,1.0,6.897704943128636,8.934586870389676,1.0,0,0,3,6,6.897704943128636,0,1959,1959,98008,47.6228,-122.121,1100,7590
01-2015,12.996800154428984,3,2.5,7.9157131993821155,8.977525200965243,2.0,0,0,3,9,7.9157131993821155,0,1998,1998,98058,47.4349,-122.105,2740,8815
08-2014,12.175613438045465,3,1.75,7.138866999945524,9.257987025443535,1.0,0,0,2,7,7.01211529430638,150,1952,1952,98106,47.5417,-122.357,1540,9120
05-2014,12.665078520566368,4,2.5,7.673223121121708,8.825706773447951,2.0,0,0,4,8,7.673223121121708,0,1991,1991,98031,47.4053,-122.189,1910,7240
08-2014,13.171058298943088,3,1.75,7.4673710669175595,8.086410275323782,1.5,0,0,4,7,7.114769448366463,520,1929,1929,98117,47.6807,-122.366,1480,3600
04-2015,13.866203672279791,3,2.25,7.965545573129992,8.714731714015052,2.0,0,4,4,8,7.560080465021827,960,1983,1983,98116,47.5878,-122.381,2880,5308
04-2015,13.737549016494562,4,2.25,7.859413154693583,9.539212371252827,2.0,0,0,4,9,7.859413154693583,0,1975,1975,98005,47.6351,-122.165,2720,13894
10-2014,13.567049198665774,3,1.75,7.795646536334594,8.41715183723601,1.5,0,0,4,7,7.512071245835466,600,1924,1924,98103,47.674,-122.35,1610,4100
05-2014,12.392552212472792,2,2.0,7.293017679772782,8.048149101665201,2.0,0,0,3,6,7.293017679772782,0,2005,2005,98038,47.349,-122.021,1180,2576
06-2014,13.159659162148026,3,2.75,7.61085279039525,9.282102738203074,1.0,0,0,5,7,7.146772179452637,750,1954,1954,98166,47.4403,-122.343,2020,11069
08-2014,12.56374708980199,2,1.0,6.413458957167357,8.294049640102028,1.0,0,0,4,6,6.413458957167357,0,1918,1918,98136,47.5469,-122.391,870,5160
10-2014,12.89921982609012,3,2.0,8.006367567650246,9.786953736280177,1.0,0,0,3,8,7.313220387090301,1500,1962,1962,98125,47.7058,-122.315,2400,8300
10-2014,12.449018824140563,2,1.0,6.824373670043086,10.681894577046897,1.0,0,0,4,5,6.824373670043086,0,1923,1923,98024,47.5245,-121.931,1530,11875
01-2015,11.931635799828413,3,1.75,6.975413927455952,8.955964118230874,1.0,0,0,3,6,6.975413927455952,0,1953,1953,98146,47.5079,-122.344,950,7740
12-2014,13.303016877097587,4,2.0,8.134467570277563,9.625293657956655,2.0,0,0,4,8,8.134467570277563,0,1972,1987,98052,47.6709,-122.052,2350,25936
10-2014,12.706847933442663,4,2.5,7.506591780070841,8.270013062273787,2.0,0,0,3,7,7.506591780070841,0,2001,2001,98019,47.7346,-121.985,1820,3863
05-2014,13.041153321978786,2,1.0,6.966024187106113,8.880863609867356,1.0,0,0,3,7,6.966024187106113,0,1926,1926,98133,47.7102,-122.356,1980,7560
03-2015,13.337474757021274,5,2.5,8.029432840581244,10.462846164547514,2.0,0,0,3,9,8.029432840581244,0,1995,1995,98059,47.4721,-122.148,2150,19515
10-2014,12.772805901234461,4,2.5,7.7406644019172415,12.297310909964422,1.0,0,0,4,7,7.517520850603031,460,1958,1958,98038,47.4044,-121.963,2120,123710
08-2014,12.983101310070822,3,2.0,7.383989457978509,8.840869624091395,1.0,0,0,3,7,7.138866999945524,350,1988,1988,98034,47.7188,-122.177,1630,6911
05-2014,13.493926933836812,5,2.75,7.948031990637284,8.577347114235984,2.0,0,0,3,9,7.948031990637284,0,2006,2006,98052,47.7074,-122.101,3150,6581
11-2014,12.611537753638338,3,1.0,6.877296071497429,9.417354541360508,1.0,0,0,3,7,6.877296071497429,0,1982,1982,98028,47.7335,-122.227,2040,9994
11-2014,12.437184366493561,3,2.5,7.426549072397305,9.022081222515475,2.0,0,0,3,7,7.426549072397305,0,1989,1989,98038,47.3609,-122.048,1550,8284
10-2014,13.048985907599553,4,2.75,7.620705086838262,9.104535313079205,1.0,0,0,4,8,7.138866999945524,780,1974,1974,98033,47.666,-122.185,2470,9180
12-2014,12.736700896592344,3,1.0,7.27931883541462,9.168058979719577,2.0,0,0,3,7,7.27931883541462,0,1950,1950,98155,47.7443,-122.326,1500,8592
06-2014,14.09692301740246,4,2.25,7.962067308753666,8.745125259462244,1.5,0,0,4,9,7.590852123688581,890,1905,1905,98112,47.6329,-122.31,2370,4760
02-2015,13.028052697933088,5,2.0,7.533693709848633,9.544667452251007,1.0,0,0,4,7,7.02108396428914,750,1969,1969,98027,47.5243,-122.042,1860,13970
05-2015,13.112313041550827,4,3.5,7.820037989458753,9.800457652216584,2.0,0,0,3,8,7.820037989458753,0,2003,2003,98070,47.4161,-122.441,1960,21107
04-2015,13.737549016494562,4,2.5,8.116715624819111,8.412054873292933,2.0,0,0,3,9,7.878534196140362,710,2002,2002,98117,47.688,-122.379,1000,4500
12-2014,13.282780098810234,4,2.75,8.06777619577889,9.075322160298095,2.0,0,0,3,9,8.06777619577889,0,2006,2006,98065,47.523,-121.877,3240,7131
05-2014,13.169246963303179,3,1.75,7.352441100243583,8.616133139271142,1.0,0,0,4,6,6.659293919683638,780,1944,1944,98199,47.6515,-122.399,1470,6000
06-2014,13.845069360205818,4,2.5,7.919356190660617,8.476371196895983,2.0,0,0,3,9,7.580699752224563,790,1905,2005,98103,47.6709,-122.337,2400,5300
